0,0.0009828218432704797
1,0.00018086321236033948
2,0.00010380947418760454
3,0.00012500039888531017
4,0.00011889337067398729
5,9.025144947772961e-05
6,0.0001035366783682049
7,9.660443002907664e-05
8,8.624345301821281e-05
9,0.0001067178386250181
10,9.252054340531382e-05
11,9.474685887970992e-05
12,9.139123383131134e-05
13,9.641411344400433e-05
14,8.252138298664367e-05
15,7.604437462831038e-05
16,6.565786719892584e-05
17,9.612441419414356e-05
18,0.0001030888236120367
19,8.954647245209374e-05
20,8.756811158698902e-05
21,7.59740991360453e-05
22,9.848888030652984e-05
23,8.106936939785545e-05
24,8.900455857197824e-05
25,6.910793756564078e-05
26,9.029345554217958e-05
27,9.071771085167236e-05
28,7.379999714034596e-05
29,8.86677317261886e-05
30,8.38481448293683e-05
31,7.596233506141857e-05
32,9.146385025559811e-05
33,9.998031542822125e-05
34,6.602195936717104e-05
35,9.615558899190438e-05
36,7.317343539598456e-05
37,9.445952432767817e-05
38,6.482353288401067e-05
39,9.386014472544669e-05
40,7.344793047060806e-05
41,8.65709101944639e-05
42,7.63724200082928e-05
43,8.734361382952907e-05
44,9.980861935318943e-05
45,7.924633590798629e-05
46,7.322753825636382e-05
47,9.095437670248358e-05
48,8.42698928461881e-05
49,8.772956459906303e-05
50,8.651125801807385e-05
51,7.875621960493937e-05
52,7.735883766574342e-05
53,7.572032190395885e-05
54,9.69136350653008e-05
55,6.865819936924193e-05
56,9.209865279365004e-05
57,9.5820235626169e-05
58,8.107336205348634e-05
59,7.573666089649596e-05
60,6.753160503872655e-05
61,7.517222297248658e-05
62,7.640532376853664e-05
63,8.47800734320706e-05
64,8.584843559318372e-05
65,8.793553096825996e-05
66,8.937925029029116e-05
67,7.038315137227376e-05
68,7.73363076803977e-05
69,7.188823400882252e-05
70,7.217932355841192e-05
71,7.622570773821318e-05
72,9.897836087423078e-05
73,7.470226601550454e-05
74,7.642261339336681e-05
75,5.94480281051076e-05
76,8.810164802002184e-05
77,9.670917188341727e-05
78,8.01258609055332e-05
79,9.599191387684532e-05
80,8.150906059920692e-05
81,9.001955461273923e-05
82,8.811830190950603e-05
83,7.689262382341534e-05
84,8.676179715891203e-05
85,7.868378142420755e-05
86,7.184851540332776e-05
87,8.822569959281544e-05
88,9.122329275383714e-05
89,0.00010141923999862427
90,7.637442821901191e-05
91,9.308899180930958e-05
92,7.159317556940957e-05
93,7.738642976804974e-05
94,0.00010353888858828628
95,8.975987751898393e-05
96,7.470701917696988e-05
97,9.216841137960577e-05
98,7.801928350990089e-05
99,8.339863834959088e-05
