0,0.000955022312997821
1,0.00021870408141822146
2,0.00011428097408544124
3,0.00010154846657596326
4,0.00011183628054897181
5,8.781286969519498e-05
6,6.759746603228069e-05
7,0.00010453150317999735
8,7.98303806230402e-05
9,0.00010358937904595188
10,0.00010284070858354584
11,9.4679049089955e-05
12,9.75435715543026e-05
13,8.861846520760033e-05
14,7.475125328585671e-05
15,8.426101631715157e-05
16,9.826311701982976e-05
17,0.00011542963496805949
18,7.999589164671525e-05
19,9.09332251339628e-05
20,8.177618827355916e-05
21,8.139266161637252e-05
22,0.0001040529192349557
23,7.969392329882207e-05
24,6.862537284787192e-05
25,7.8135480483373e-05
26,8.618531591203984e-05
27,7.435762021910441e-05
28,8.74326167779676e-05
29,8.973730000202356e-05
30,7.818173468588262e-05
31,7.493902098809323e-05
32,7.798800770745894e-05
33,7.018992941725578e-05
34,8.936131304721132e-05
35,6.324734889339222e-05
36,6.846693215187657e-05
37,8.307195356207791e-05
38,9.894523133881735e-05
39,8.476087065975062e-05
40,7.586960682268158e-05
41,0.0001055781136859547
42,8.235210508250734e-05
43,9.488003652251698e-05
44,8.481559143112037e-05
45,8.821439895143159e-05
46,8.990062457142454e-05
47,8.529099075798022e-05
48,9.484340747197469e-05
49,7.937651311761835e-05
50,8.980682092990602e-05
51,6.831889493803849e-05
52,7.426647834800647e-05
53,9.203203723571327e-05
54,7.552908439385264e-05
55,0.00010033265540474339
56,8.360111114511079e-05
57,0.00010982892539892851
58,6.14937769168872e-05
59,9.18144909768964e-05
60,7.315204616939052e-05
61,7.755432925536112e-05
62,7.668540380788192e-05
63,8.333309225298381e-05
64,7.853803166932466e-05
65,9.174297966265032e-05
66,7.226373970603638e-05
67,7.961711220954213e-05
68,7.924206994557114e-05
69,6.961057250769704e-05
70,8.828547653969395e-05
71,7.151681603046886e-05
72,8.00007398714099e-05
73,9.616795909461792e-05
74,7.875828723017678e-05
75,7.419169329380115e-05
76,0.0001186644584178164
77,0.00010564721277075711
78,9.9645627505091e-05
79,7.559227173408253e-05
80,8.125606763876226e-05
81,6.924343237466218e-05
82,7.449674525519497e-05
83,5.853946129100745e-05
84,7.463358283233035e-05
85,8.627201951861953e-05
86,9.806795221006281e-05
87,8.394488354809166e-05
88,9.651155325404384e-05
89,6.074091178948799e-05
90,9.469758047821799e-05
91,8.263615995312801e-05
92,6.648898124694824e-05
93,7.107003073563036e-05
94,8.155706158855505e-05
95,7.467995586387658e-05
96,8.49653635488933e-05
97,7.656991386717776e-05
98,7.103467909723187e-05
99,7.850877001905365e-05
